Time_Period,Refinancing_Rates,georgia_rate,Russia Rate,USD,Dollarization,Core_Inflation_1,Core_Inflation_2,CPI,Year,Month,Reserves
2021-05-01,6.0,9.5,5.0,521.3545,2.2862371548588882,7.41143376081348,5.083603629789991,5.5385600176735466,2021,5,2251.6132598924064
2021-06-01,6.5,9.5,5.5,513.0913636363637,2.344957271876319,7.832384517630061,5.477565501249245,5.698470964951085,2021,6,2251.6132598924064
2021-07-01,6.5,9.5,6.5,490.87333333333333,2.3603891100600576,8.109353748561631,5.876388020475829,6.050490056539303,2021,7,2251.6132598924064
2021-08-01,7.0,9.5,6.5,491.7336363636363,2.317676646352888,8.03792421862856,6.12174290381995,6.3844013585047605,2021,8,2251.6132598924064
2021-09-01,7.25,10.0,6.75,488.12380952380954,2.342937099985814,7.988073458374444,6.134966798561379,6.656706561276366,2021,9,2251.6132598924064
2021-10-01,7.25,10.0,7.5,479.24571428571426,2.3485679248020515,7.876520267634191,6.201020707850489,6.897729723212194,2021,10,2251.6132598924064
2021-11-01,7.25,10.0,7.5,477.6568181818182,2.3516286067940313,8.377265638505406,6.574221222388559,7.138853892047777,2021,11,2251.6132598924064
2021-12-01,7.75,10.0,8.5,485.1390909090909,2.3944596485874374,7.250901128168181,6.216899878811333,7.1848362944337225,2021,12,2251.6132598924064
2022-01-01,7.75,10.5,8.5,481.9868421052632,2.379642884773981,6.60162670741569,5.803028678044143,7.0769205766379315,2022,1,2251.6132598924064
2022-02-01,8.0,10.5,20.0,480.24350000000004,2.349441065337349,6.361450642395596,5.595174104532134,6.809303332116002,2022,2,2251.6132598924064
2022-03-01,9.25,10.5,20.0,496.9563636363637,2.308492943478387,6.9671454857929405,5.891539381166538,6.9950158606840915,2022,3,2251.6132598924064
2022-04-01,9.25,11.0,17.0,470.9938095238095,2.412042400691856,7.979904783396876,6.6188393077713386,7.358183556888235,2022,4,2251.6132598924064
2022-05-01,9.25,11.0,11.0,456.5371428571429,2.3563185283502475,8.356409816136704,6.982623915448343,7.68686106243689,2022,5,2251.6132598924064
2022-06-01,9.25,11.0,9.5,422.69272727272727,2.39419009350259,9.440433124747074,7.754624496536337,8.11844092937045,2022,6,2251.6132598924064
2022-07-01,9.25,11.0,8.0,411.0275,2.360403350353347,10.10041008820204,8.260818225001515,8.289672643030556,2022,7,2251.6132598924064
2022-08-01,9.5,11.0,8.0,405.75347826086954,2.3778082029306784,10.230227924035546,8.313464898965336,8.394546358926277,2022,8,2251.6132598924064
2022-09-01,10.0,11.0,7.5,409.1547619047619,2.292652483259971,10.540276376631112,8.654330260792804,8.563348569438006,2022,9,2251.6132598924064
2022-10-01,10.0,11.0,7.5,402.7266666666667,2.3029895923508903,10.488322377082326,8.593335383427927,8.655200379794877,2022,10,2251.6132598924064
2022-11-01,10.5,11.0,7.5,395.3818181818182,2.2844555209367656,9.8756503499295,8.205324603665915,8.672769277209,2022,11,2251.6132598924064
2022-12-01,10.75,11.0,7.5,394.5395454545455,2.2921566934106807,9.479341447378317,8.061094972277289,8.640911089737997,2022,12,2251.6132598924064
2023-01-01,10.75,11.0,7.5,395.88849999999996,2.273464768389317,9.099156182423997,7.8738643702360065,8.051310187376004,2023,1,2251.6132598924064
2023-02-01,10.75,11.0,7.5,393.4465,2.2601117171385985,8.356986139892996,7.3137651790940055,8.050875613461002,2023,2,2251.6132598924064
2023-03-01,10.75,11.0,7.5,388.4381818181818,2.3006789729938166,6.406657155573001,5.982152699107004,7.173525006681004,2023,3,2251.6132598924064
2023-04-01,10.75,11.0,7.5,387.74157894736845,2.29085154875544,4.304580329516327,4.639818152226809,6.163991790631002,2023,4,2251.6132598924064
2023-05-01,10.75,11.0,7.5,386.557619047619,2.389376338605113,3.086503244745572,3.7826295491559137,5.16757992420645,2023,5,2251.6132598924064
2023-06-01,10.5,10.5,7.5,386.66818181818184,2.439685576619109,1.4518285160379776,2.5100059012955285,4.202165049356552,2023,6,2251.6132598924064
2023-07-01,10.5,10.5,8.5,386.538,2.4484814323776685,0.5994905511445836,1.7422750274042755,3.5840001616903123,2023,7,2251.6132598924064
2023-08-01,10.25,10.5,12.0,386.17434782608694,2.451144994137385,0.3531314578054179,1.5281680717420585,3.1118516773335756,2023,8,2251.6132598924064
2023-09-01,9.75,10.25,13.0,386.9425,2.4076783162909328,-0.08084753648394383,1.110956655890675,2.7706024884240747,2023,9,2251.6132598924064
2023-10-01,9.75,10.0,15.0,404.33,2.382803640040612,-0.04650409657803323,1.1972530515344602,2.502361679917371,2023,10,2251.6132598924064
2023-11-01,9.5,10.0,15.0,402.51545454545453,2.4084694480509525,-0.24390438070011555,0.9903894241402895,2.2245460913128454,2023,11,2251.6132598924064
2023-12-01,9.25,10.0,16.0,404.47476190476186,2.4604536976940583,-0.39353895237825043,0.7044718204276705,1.9804187761555028,2023,12,2251.6132598924064
2024-01-01,8.75,9.5,16.0,404.9609523809524,2.446313227873662,-0.4408353243091767,0.5004554021897434,-0.8595436709097157,2024,1,2251.6132598924064
2024-02-01,8.75,9.0,16.0,404.26809523809527,2.449818572808112,-0.6541581031297454,0.13249325859109717,-1.2554878650917942,2024,2,2251.6132598924064
2024-03-01,8.5,9.0,16.0,400.418,2.5161691221572555,-0.7098628776192442,0.13223001015430214,-1.2374744729186773,2024,3,2251.6132598924064
2024-04-01,8.5,8.25,16.0,391.97,2.5161691221572555,-0.7098628776192442,0.13223001015430214,-1.0999999999999943,2024,4,2251.6132598924064
